publisher,developers,id,app_name,price,specs,genres,early_access,tags,owners,review_score,release_date
Humongous Entertainment,Humongous Entertainment,284000,Putt-Putt® and Pep's Balloon-o-Rama,Under $10,"Single-player, Steam Cloud, Family Sharing","Adventure, Casual",False,"Adventure, Casual","0 .. 20,000",80,2014-Spring
Humongous Entertainment,Humongous Entertainment,284020,Freddi Fish and Luther's Maze Madness,Under $10,"Single-player, Steam Cloud, Family Sharing","Adventure, Casual",False,"Casual, 2D, Inclusivity, Puzzle, Unique-aspects, Adventure","0 .. 20,000",79,2014-Spring
Humongous Entertainment,Humongous Entertainment,283920,Putt-Putt® Joins the Parade,Under $10,"Single-player, Family Sharing","Adventure, Casual",False,"Casual, Historical/Old-Times, Single-Player, High-Quality, Unique-Style, Adventure","20,000 .. 50,000",93,2014-Spring
BumpkinBrothers,BumpkinBrothers,271570,Space Farmers,Under $10,"Multi-player, Co-op, Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Partial controller support, Remote Play Together, Family Sharing","Action, Indie",False,"Indie, Action, Puzzle, Multiplayer, Shooter, Sci-fi, Strategy, Co-op","200,000 .. 500,000",74,2014-Spring
Pixel Puzzles,Pixel Puzzles,284950,Pixel Puzzles: Japan,Free,"Single-player, Steam Achievements, Steam Trading Cards","Casual, Indie, Simulation",False,"Indie, Casual, Puzzle, Realistic/Sim, Single-Player, Strategy","500,000 .. 1,000,000",81,2014-Spring
Humongous Entertainment,Humongous Entertainment,283960,Pajama Sam: No Need to Hide When It's Dark Outside,Under $10,"Single-player, Steam Cloud, Family Sharing","Adventure, Casual",False,"Warfare, Casual, Historical/Old-Times, 2D, Third Person, Gore, Puzzle, Unique-aspects, Single-Player, High-Quality, Shooter, Comedy, Adventure","100,000 .. 200,000",97,2014-Spring
Strategy First,Gogii Games,292880,Robin's Quest,Under $10,"Single-player, Family Sharing",Adventure,False,"Adventure, Casual, Puzzle","20,000 .. 50,000",86,2014-Spring
Humongous Entertainment,Humongous Entertainment,283940,Freddi Fish and the Case of the Missing Kelp Seeds,Under $10,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Casual",False,"Casual, Historical/Old-Times, Puzzle, Horror/Mystery, Single-Player, High-Quality, Comedy, Adventure, Story-driven","50,000 .. 100,000",96,2014-Spring
Astral Byte Ltd.,Astral Byte Ltd.,293420,Heldric - The legend of the shoemaker,Free,"Single-player, Steam Achievements, Steam Trading Cards","Action, Casual, Indie",False,"Indie, Layed-Back, Casual, Historical/Old-Times, Action, Fighting, Sandbox/Building, Fantasy","0 .. 20,000",64,2014-Spring
Ghostlight LTD,Idea Factory,260130,Agarest: Generations of War Zero,$10~$20,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","Adventure, RPG, Strategy",False,"Mature, Action, Turn-based, Romance, Fantasy, RPG, Single-Player, Unique-Style, Adventure, Strategy, Story-driven","50,000 .. 100,000",74,2014-Spring
Mad Otter Games,Mad Otter Games,263540,Villagers and Heroes,Free,"Multi-player, MMO, Steam Trading Cards","Free to Play, Indie, Massively Multiplayer, RPG",False,"Indie, Casual, Historical/Old-Times, Action, Difficult, Co-op, Sandbox/Building, Fantasy, RPG, Shooter, Adventure, Comedy, Multiplayer, First Person, Exploration","500,000 .. 1,000,000",60,2014-Spring
Digital Tentacle,Digital Tentacle,282760,Circuits,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Casual, Indie",False,"Indie, Casual, Difficult, Puzzle, Single-Player, High-Quality, Unique-Style","100,000 .. 200,000",89,2014-Spring
DMD Enterprise,DMD Enterprise,280380,Uprising44: The Silent Shadows,Under $10,"Single-player, Partial controller support, Family Sharing","Action, Strategy",False,"Warfare, Strategy, Third Person, Action","0 .. 20,000",15,2014-Spring
9heads Game Studios,9heads Game Studios,291270,Vitrum,Under $10,"Single-player, Steam Trading Cards, Includes level editor, Family Sharing","Action, Casual, Indie",False,"Indie, Casual, Action, Puzzle, Single-Player, First Person","20,000 .. 50,000",42,2014-Spring
Fulqrum Publishing,Altar Interactive,292160,UFO: Aftermath,Under $10,"Single-player, Steam Cloud, Family Sharing",Strategy,False,"Historical/Old-Times, Turn-based, Unique-aspects, Single-Player, Sci-fi, Strategy","100,000 .. 200,000",78,2014-Spring
Fulqrum Publishing,Saturn-plus,289220,BorderZone,Under $10,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","Action, RPG",False,"RPG, Action","20,000 .. 50,000",42,2014-Spring
Fulqrum Publishing,DVS,289200,Ascension to the Throne,Under $10,"Single-player, Steam Cloud, Family Sharing","RPG, Strategy",False,"Turn-based, Fantasy, Single-Player, RPG, Strategy","100,000 .. 200,000",89,2014-Spring
THQ Nordic,Sir-Tech,283270,Jagged Alliance 1: Gold Edition,Under $10,"Single-player, Multi-player, Family Sharing","Action, RPG, Strategy",False,"Historical/Old-Times, Action, Turn-based, RPG, Single-Player, Strategy","50,000 .. 100,000",77,2014-Spring
Zero Rock Entertainment,Somi,283660,Rabbit Hole 3D: Steam Edition,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Casual, Indie",False,"Indie, Puzzle, Casual, Action","50,000 .. 100,000",62,2014-Spring
Aartform Games,Aartform Games,293960,Spice Road,$10~$20,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Indie, Simulation, Strategy",False,"Indie, Realistic/Sim, Strategy","20,000 .. 50,000",67,2014-Spring
Strategy First,Supersonic Software,281280,Mashed,Under $10,"Single-player, Multi-player, PvP, Split Screen PvP, Remote Play Together, Family Sharing",Racing,False,"Historical/Old-Times, Action, Unique-aspects, Multiplayer, Co-op, Racing","50,000 .. 100,000",79,2014-Spring
Association K-D Lab,K-D Lab,264080,Vangers,Under $10,"Single-player, Family Sharing","Action, Adventure, Indie, Racing",False,"Indie, Historical/Old-Times, Action, Difficult, Horror/Mystery, Unique-aspects, Sci-fi, Sandbox/Building, Exploration, RPG, High-Quality, Single-Player, Adventure, Story-driven, Racing","100,000 .. 200,000",93,2014-Spring
Funbox Media Ltd,Gremlin Interactive,292390,Realms of the Haunting,Under $10,"Single-player, Family Sharing",Action,False,"Casual, Historical/Old-Times, Action, Horror/Mystery, Single-Player, Shooter, High-Quality, Adventure, First Person","200,000 .. 500,000",76,2014-Spring
Funbox Media Ltd,Eutechnyx,292410,Street Racing Syndicate,Under $10,"Single-player, Multi-player, Co-op, Steam Trading Cards, Partial controller support, Remote Play Together, Family Sharing",Racing,False,"Gore, Historical/Old-Times, Mature, Action, Unique-aspects, Realistic/Sim, Single-Player, Multiplayer, Exploration, Racing","500,000 .. 1,000,000",84,2014-Spring
Artifex Mundi,Artifex Mundi,284830,Clockwork Tales: Of Glass and Ink,$10~$20,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Casual",False,"Indie, Casual, Inclusivity, 2D, Puzzle, Horror/Mystery, Single-Player, High-Quality, Unique-Style, Adventure, Story-driven","100,000 .. 200,000",92,2014-Spring
Hippomancer,Hippomancer,295770,Rogue Shooter: The FPS Roguelike,Under $10,"Single-player, Family Sharing",Action,False,"Indie, Historical/Old-Times, Action, Rogue, Shooter, Single-Player, RPG, First Person","0 .. 20,000",74,2014-Spring
Fulqrum Publishing,Apeiron,289890,"7,62 High Calibre",Under $10,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","RPG, Simulation, Strategy",False,"Action, Realistic/Sim, Single-Player, RPG, Strategy","50,000 .. 100,000",76,2014-Spring
Bohemia Interactive,Bohemia Interactive,289320,"Fairy Tale About Father Frost, Ivan and Nastya",Under $10,"Single-player, Steam Cloud, Family Sharing","Adventure, Casual",False,"Adventure, Casual","20,000 .. 50,000",66,2014-Spring
M.INDIE,Ticonblu,279500,Nicolas Eymerich - The Inquisitor - Book 1 : The Plague,Under $10,"Single-player, Steam Achievements, Family Sharing",Adventure,False,"Adventure, Casual, Historical/Old-Times","50,000 .. 100,000",62,2014-Spring
Cateia Games,Cateia Games,288500,Black Rainbow Mystery,$10~$20,"Single-player, Steam Achievements, Steam Cloud, Family Sharing","Adventure, Indie",False,"Indie, Casual, Inclusivity, 2D, Puzzle, Horror/Mystery, Fantasy, Realistic/Sim, Single-Player, High-Quality, Adventure, First Person, Exploration","20,000 .. 50,000",66,2014-Spring
Ziggurat,Abstraction Games,281220,BloodRayne Betrayal (Legacy),Free,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",Action,False,"Indie, Layed-Back, 2D, Inclusivity, Gore, Action, Difficult, Fighting, Horror/Mystery, Single-Player, High-Quality, Unique-Style","100,000 .. 200,000",60,2014-Spring
Devolver Digital,Croteam,227780,Serious Sam Classics: Revolution,Under $10,"Single-player, Multi-player, Co-op, Co-op, Steam Achievements, Steam Workshop, Partial controller support, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Remote Play Together, Family Sharing","Action, Indie",False,"Indie, Gore, Historical/Old-Times, Action, Difficult, Early Access, Sci-fi, Shooter, High-Quality, Adventure, Comedy, Multiplayer, First Person, Co-op","500,000 .. 1,000,000",90,2019-08
Intr Studio Pty Ltd,Homegrown Games,266050,Into the Dark: Ultimate Trash Edition,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Family Sharing","Action, Adventure, Indie",False,"Indie, Gore, Mature, Action, Horror/Mystery, Fantasy, Shooter, Comedy, Adventure, First Person","50,000 .. 100,000",43,2014-Spring
Windybeard,Windybeard,295730,Sweezy Gunner,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Family Sharing","Action, Indie",False,"Indie, Sci-fi, Shooter, Action","20,000 .. 50,000",82,2014-Spring
Minor Key Games,Minor Key Games,286100,You Have to Win the Game,Free,"Single-player, Steam Achievements, Full controller support, Steam Cloud, Stats","Action, Indie",False,"Indie, Layed-Back, 2D, Historical/Old-Times, Action, Difficult, Unique-aspects, Single-Player, High-Quality, Unique-Style, Adventure, Other, Exploration","200,000 .. 500,000",92,2014-Spring
Daedalic Entertainment,Daedalic Entertainment,268540,The Whispered World Special Edition,$10~$20,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Commentary available, Family Sharing","Adventure, Indie",False,"Indie, Casual, 2D, Puzzle, Fantasy, Single-Player, High-Quality, Unique-Style, Comedy, Adventure, Story-driven","200,000 .. 500,000",75,2014-Spring
Strategy First,Carlo D'Apostoli Projects,299100,Back To Life 2,Under $10,"Single-player, Family Sharing",Indie,False,Indie,"0 .. 20,000",30,2014-Spring
Interplay Inc.,Volition Inc.,273600,Descent: FreeSpace – The Great War,Under $10,"Single-player, Multi-player, Includes level editor, Family Sharing",Action,False,"Warfare, Action, 3D, Multiplayer, Real-Time, Strategy, Realistic/Sim, Single-Player, Shooter, Unique-Style, Sci-fi, First Person","20,000 .. 50,000",79,2014-Spring
Slitherine Ltd.,Ageod,292760,Rise of Prussia Gold,$10~$20,"Single-player, Multi-player, Family Sharing",Strategy,False,"Warfare, Historical/Old-Times, Turn-based, Single-Player, High-Quality, Multiplayer, Strategy","0 .. 20,000",69,2014-Spring
Fistful of Frags Team,Fistful of Frags Team,265630,Fistful of Frags,Free,"Multi-player, PvP, Online PvP, LAN PvP, Co-op, Online Co-op, LAN Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Workshop, Stats, Steam Leaderboards, Includes level editor, Remote Play Together","Action, Free to Play, Indie",False,"Historical/Old-Times, Action, Difficult, PvE, Multiplayer, PvP, Realistic/Sim, Shooter, Comedy, Adventure, First Person, Co-op","2,000,000 .. 5,000,000",91,2014-Spring
Steve Jarman,Steve Jarman,296530,Coldfire Keep,Under $10,"Single-player, Family Sharing",RPG,False,"Fantasy, First Person, RPG","20,000 .. 50,000",41,2014-Spring
"BitMonster, Inc.","BitMonster, Inc.",266490,Lili: Child of Geos - Complete Edition,$10~$20,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing","Adventure, Indie, RPG",False,"Indie, Casual, Inclusivity, Third Person, Fantasy, Single-Player, RPG, High-Quality, Unique-Style, Comedy, Adventure, Exploration","100,000 .. 200,000",85,2014-Spring
Bedtime Digital Games,Bedtime Digital Games,269330,Chronology,Under $1,"Single-player, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Indie",False,"Indie, Layed-Back, Casual, 2D, Puzzle, Adventure","100,000 .. 200,000",87,2014-Spring
Naga Entertainment,Nova Dimension,293320,Coma: Mortuary,Under $10,"Single-player, Steam Trading Cards, Family Sharing","Adventure, Indie",False,"Indie, Casual, Horror/Mystery, High-Quality, Adventure, First Person","100,000 .. 200,000",52,2014-Spring
b-alive gmbh,b-alive gmbh,287200,Wildlife Park 3,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing","Casual, Indie, Simulation, Strategy",False,"Indie, Casual, Sandbox/Building, Realistic/Sim, High-Quality, Unique-Style, Adventure, Strategy, Exploration","100,000 .. 200,000",58,2014-Spring
KOMODO,Dancing Dragon Games,285420,Deadly Sin 2,Under $10,"Single-player, Family Sharing","Casual, RPG",False,"Indie, Single-Player, Casual, RPG","100,000 .. 200,000",85,2014-Spring
Aerosoft GmbH,TML-Studios,283620,World of Subways 3 – London Underground Circle Line,$10~$20,"Single-player, Family Sharing","Casual, Indie, Simulation",False,"Indie, Casual, Horror/Mystery, Realistic/Sim, Single-Player, High-Quality, Unique-Style, Adventure, Exploration","100,000 .. 200,000",74,2014-Spring
Longbow Games,Longbow Games,227060,Hegemony Rome: The Rise of Caesar,$10~$20,"Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Family Sharing","Indie, RPG, Simulation, Strategy",False,"Indie, Historical/Old-Times, Sandbox/Building, Realistic/Sim, RPG, Single-Player, Real-Time, Strategy","50,000 .. 100,000",60,2014-Spring
Libredia,Witan Entertainment,288690,Sudokuball Detective,Under $10,"Single-player, Family Sharing",Casual,False,"Puzzle, Casual","0 .. 20,000",33,2014-Spring
tinyBuild,Enter Skies,282100,Fearless Fantasy,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Action, Adventure, Casual, Indie, RPG",False,"Indie, Casual, Action, Horror/Mystery, Turn-based, Fantasy, RPG, Single-Player, Unique-Style, Comedy, Adventure","500,000 .. 1,000,000",75,2014-Spring
Casual Brothers,Casual Brothers,268520,Orc Attack: Flatulent Rebellion,Under $10,"Single-player, Multi-player, Co-op, Co-op, Steam Achievements, Full controller support, Remote Play on TV, Remote Play Together, Family Sharing","Action, Adventure, Indie",False,"Indie, Adventure, Fighting, Action","20,000 .. 50,000",51,2014-Spring
Strategy First,Gogii Games,299170,Vault Cracker,Under $10,"Single-player, Family Sharing",Adventure,False,"Adventure, Casual, Puzzle","0 .. 20,000",48,2014-Spring
Strategy First,Gogii Games,299180,Millionaire Manor,Under $1,"Single-player, Family Sharing",Adventure,False,"Adventure, Casual, Puzzle","20,000 .. 50,000",52,2014-Spring
Humongous Entertainment,Humongous Entertainment,294720,Putt-Putt® and Fatty Bear's Activity Pack,Under $10,"Single-player, Steam Cloud, Family Sharing",Casual,False,"Adventure, Puzzle, Casual","0 .. 20,000",82,2014-Spring
Humongous Entertainment,Humongous Entertainment,294670,Putt-Putt® Travels Through Time,Under $10,"Single-player, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Casual",False,"Casual, Historical/Old-Times, Puzzle, Realistic/Sim, Single-Player, Adventure, Story-driven","20,000 .. 50,000",93,2014-Spring
Strategy First,Freegamer,300910,Monster Challenge Circus,Under $10,"Single-player, Family Sharing",Action,False,Action,"0 .. 20,000",19,2014-Spring
Humongous Entertainment,Humongous Entertainment,292260,"Spy Fox 3 ""Operation Ozone""",Under $10,"Single-player, Steam Cloud, Family Sharing","Adventure, Casual",False,"Adventure, Casual","0 .. 20,000",87,2014-Spring
Humongous Entertainment,Humongous Entertainment,292800,Pajama Sam 3: You Are What You Eat From Your Head To Your Feet,Under $10,"Single-player, Steam Cloud, Family Sharing","Adventure, Casual",False,"Adventure, Casual, Story-driven","0 .. 20,000",96,2014-Spring
Humongous Entertainment,Humongous Entertainment,294540,Freddi Fish 3: The Case of the Stolen Conch Shell,Under $10,"Single-player, Steam Cloud, Family Sharing","Adventure, Casual",False,"Adventure, Casual, Single-Player, Puzzle","0 .. 20,000",95,2014-Spring
Forever Entertainment S. A.,Forever Entertainment S. A.,301190,Frederic: Resurrection of Music,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Casual, Indie",False,"Indie, Casual, Action, Single-Player, High-Quality, Comedy","100,000 .. 200,000",83,2014-Spring
United Independent Entertainment,Gamatic,300510,Them - The Summoning,Under $10,"Single-player, Family Sharing",Casual,False,"Adventure, Puzzle, Casual","20,000 .. 50,000",26,2014-Spring
ESDigital Games,Alawar Entertainment,301150,The Treasures of Montezuma 4,Under $1,"Single-player, Steam Achievements, Steam Trading Cards, Commentary available, Family Sharing","Adventure, Casual, Indie",False,"Indie, Casual, Puzzle, High-Quality, Unique-Style, Adventure","20,000 .. 50,000",82,2014-Spring
Headup Publishing,Stage Clear Studios,277510,Shiny The Firefly,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Family Sharing","Action, Adventure, Casual, Indie",False,"Indie, Layed-Back, Casual, Action, Adventure","20,000 .. 50,000",60,2014-Spring
Plug In Digital,Hypercane Studios,279520,Rage Runner,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Workshop, Stats, Steam Leaderboards, Includes level editor, Family Sharing","Action, Casual, Indie, Racing, Simulation",False,"Indie, Casual, Action, Realistic/Sim, Sci-fi, Racing","0 .. 20,000",53,2014-Spring
Winter Wolves,Winter Wolves,290990,Flower Shop: Summer In Fairbrook,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Cloud, Family Sharing","Casual, Indie, Simulation",False,"Indie, Casual, 2D, Story-driven, Romance, Unique-aspects, Realistic/Sim, Single-Player, Unique-Style, Comedy, Adventure, Exploration","0 .. 20,000",67,2014-Spring
Psydra Games LLC,Psydra Games LLC,293880,Dark Scavenger,Under $10,"Single-player, Steam Trading Cards, Family Sharing","Adventure, Casual, Indie, RPG",False,"Indie, Casual, Story-driven, Turn-based, Unique-aspects, Sci-fi, RPG, Unique-Style, High-Quality, Other, Single-Player, Comedy, Adventure, Exploration","50,000 .. 100,000",86,2014-Spring
Keybol,Keybol,279540,Pretentious Game,Under $10,"Single-player, Family Sharing","Casual, Indie",False,"Indie, Layed-Back, Casual, Puzzle, Unique-Style","50,000 .. 100,000",78,2014-Spring
"Nicalis, Inc.",Nabi Studios,248570,Toribash,Free,"Single-player, Multi-player, PvP, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Includes level editor","Action, Free to Play, Indie, Strategy",False,"Indie, Gore, Action, Difficult, Fighting, Turn-based, Unique-aspects, Sandbox/Building, Realistic/Sim, Single-Player, Comedy, Multiplayer, Strategy","2,000,000 .. 5,000,000",88,2014-Spring
KOMODO,Dark Gaia Studios,290460,Legionwood 2: Rise of the Eternal's Realm - Director's Cut,Under $10,"Single-player, Full controller support, Steam Cloud, Family Sharing","Casual, RPG",False,"Single-Player, Casual, RPG","0 .. 20,000",55,2014-Spring
KOMODO,RosePortal Games,300540,Sweet Lily Dreams,$10~$20,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Indie, RPG",False,"Indie, Inclusivity, Horror/Mystery, RPG, Single-Player, Adventure","100,000 .. 200,000",50,2014-Spring
Peoleo Entertainment,Peoleo Entertainment,266030,DRAKERZ-Confrontation,Free,"Single-player, Multi-player","Free to Play, Indie, Strategy",False,"Indie, Puzzle, Strategy, Action","50,000 .. 100,000",51,2014-Spring
Evilized productions,Evilized Productions,299820,Paradigm Shift,Under $1,"Single-player, Family Sharing","Adventure, Casual, Indie",False,"Indie, Casual, Horror/Mystery, Fantasy, Adventure","0 .. 20,000",15,2014-Spring
Retro Game Crunch,Rusty Moyher,290040,Retro Game Crunch,Under $10,"Single-player, Multi-player, Co-op, Co-op, Co-op, Partial controller support, Steam Cloud, Remote Play Together, Family Sharing","Action, Adventure, Indie",False,"Indie, Layed-Back, 2D, Historical/Old-Times, Action, Fighting, Multiplayer, Unique-aspects, Single-Player, High-Quality, Unique-Style, Other, Adventure, Co-op","50,000 .. 100,000",79,2014-Spring
Libredia,Appmania/i-Free,302460,I Am Vegend - Zombiegeddon,Under $10,"Single-player, Family Sharing",Casual,False,"Fantasy, Casual","20,000 .. 50,000",47,2014-Spring
Milkstone Studios,Milkstone Studios,293860,White Noise Online,Under $10,"Single-player, Multi-player, Co-op, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Casual, Indie",False,"Indie, Layed-Back, Casual, 3D, Multiplayer, Horror/Mystery, Rogue, Exploration, Single-Player, High-Quality, Adventure, First Person, Co-op","100,000 .. 200,000",66,2014-Spring
Fulqrum Publishing,SkyRiver Studios,289180,A.I.M.2 Clan Wars,Under $10,"Single-player, Steam Cloud, Family Sharing","Action, RPG, Simulation",False,"Historical/Old-Times, Action, Realistic/Sim, RPG, Single-Player, High-Quality, Sci-fi, First Person, Exploration","50,000 .. 100,000",78,2014-Spring
Deep Silver,KADOKAWA GAMES / GRASSHOPPER MANUFACTURE,261110,Killer is Dead - Nightmare Edition,Under $10,"Single-player, Steam Achievements, Full controller support, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",Action,False,"Layed-Back, Gore, Third Person, Action, Fighting, Romance, Unique-aspects, Sci-fi, Single-Player, High-Quality, Unique-Style, Comedy, Adventure, Story-driven","1,000,000 .. 2,000,000",75,2014-Spring
Neko Entertainment,Étienne Périn,272990,GAUGE,Under $10,"Single-player, Steam Achievements, Steam Leaderboards, Family Sharing","Casual, Indie",False,"Indie, Casual, Single-Player, Unique-aspects","50,000 .. 100,000",63,2014-Spring
Cobra Mobile,Cobra Mobile,301700,Numba Deluxe,Under $10,"Single-player, Family Sharing",Casual,False,"Puzzle, Casual, Single-Player","20,000 .. 50,000",63,2014-Spring
Forever Entertainment S. A.,Forever Entertainment S. A.,301200,Frederic: Evil Strikes Back,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Casual, Indie",False,"Indie, Casual, Action, High-Quality, Comedy","200,000 .. 500,000",83,2014-Spring
Cobra Mobile,Cobra Mobile,301690,Cobi Treasure Deluxe,Under $10,"Single-player, Family Sharing",Casual,False,"Puzzle, Casual","200,000 .. 500,000",51,2014-Spring
Microids,Koalabs,279560,Dracula 4 and  5 - Special Steam Edition,Under $10,"Single-player, Family Sharing",Adventure,False,"Casual, Inclusivity, Puzzle, Adventure, First Person","20,000 .. 50,000",59,2014-Spring
Finji,Adam Saltsman,303940,CAPSULE,Under $10,"Single-player, Steam Achievements, Partial controller support, Family Sharing",Indie,False,"Indie, Difficult, Single-Player, High-Quality, Unique-Style","20,000 .. 50,000",74,2014-Spring
GLITCH,Graveck,286380,Strata,Under $10,"Single-player, Steam Achievements, Steam Cloud, Family Sharing","Casual, Indie, Strategy",False,"Indie, Puzzle, Casual, Strategy","50,000 .. 100,000",87,2014-Spring
Libredia Entertainment,QUByte Interactive,288650,HTR+ Slot Car Simulation,Under $10,"Single-player, Partial controller support, Family Sharing",Racing,False,"Realistic/Sim, Racing","0 .. 20,000",60,2014-Spring
Humongous Entertainment,Humongous Entertainment,294690,Putt-Putt® Joins the Circus,Under $10,"Single-player, Steam Cloud, Family Sharing","Adventure, Casual",False,"Adventure, Casual","0 .. 20,000",89,2014-Spring
Winter Wolves,Winter Wolves,293920,Spirited Heart Deluxe,$10~$20,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Casual, Indie, RPG, Simulation",False,"Indie, Layed-Back, Casual, Inclusivity, 2D, Story-driven, Romance, Unique-aspects, Fantasy, Realistic/Sim, RPG, Single-Player, Unique-Style, Strategy, Exploration","0 .. 20,000",44,2014-Spring
Artem Kotov,Artem Kotov,295630,Defense Zone 2,Under $10,"Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing","Indie, Strategy",False,"Indie, Layed-Back, Strategy","0 .. 20,000",83,2014-Spring
Visual Entertainment And Technologies,Visual Entertainment And Technologies,285110,GearCity,$10~$20,"Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Includes level editor, Family Sharing","Indie, Simulation, Strategy",False,"Indie, Layed-Back, Historical/Old-Times, Puzzle, Early Access, Turn-based, Sandbox/Building, Realistic/Sim, High-Quality, Strategy, Racing","20,000 .. 50,000",88,2022-Winter
Endnight Games Ltd,Endnight Games Ltd,242760,The Forest,$10~$20,"Single-player, Multi-player, Co-op, Online Co-op, LAN Co-op, VR Support, Partial controller support, Steam Cloud, Family Sharing","Action, Adventure, Indie, Simulation",False,"Indie, Gore, Action, Difficult, Early Access, Horror/Mystery, Sandbox/Building, Fantasy, Realistic/Sim, Single-Player, High-Quality, Adventure, First Person, Exploration","20,000,000 .. 50,000,000",95,2018-Spring
ESDigital Games,Targem Games,302470,Battle Mages,Under $10,"Single-player, Steam Trading Cards, Family Sharing","RPG, Strategy",False,"Fantasy, Strategy, RPG, Real-Time","50,000 .. 100,000",74,2014-Spring
Sport1 GmbH,Sport1 GmbH,301250,SPORT1 Live : Duel,Under $10,"Single-player, Multi-player, Cross-Platform Multiplayer, Steam Achievements, Family Sharing","Casual, Sports",False,"Sports, Casual","0 .. 20,000",25,2014-Spring
Arctic Anteater,Arctic Anteater,301360,Kill Fun Yeah,Under $10,"Multi-player, Cross-Platform Multiplayer, Steam Achievements, Family Sharing","Action, Indie",False,"Indie, Layed-Back, Action, Shooter, Multiplayer","0 .. 20,000",44,2014-Spring
 Conglomerate 5,Wastelands Interactive,283020,The Campaign Series: Fall Weiss,Under $1,"Single-player, Multi-player, Co-op, Co-op, Steam Achievements, Steam Trading Cards, Remote Play Together, Family Sharing","Indie, Strategy",False,"Indie, Warfare, Historical/Old-Times, Turn-based, Strategy","20,000 .. 50,000",34,2014-Spring
Uppercut Games Pty Ltd,Uppercut Games Pty Ltd,270510,EPOCH,Under $10,"Single-player, Steam Achievements, Steam Trading Cards, Partial controller support, Steam Cloud, Steam Leaderboards, Family Sharing","Action, Indie",False,"Indie, Warfare, Third Person, Action, Shooter, Sci-fi","50,000 .. 100,000",81,2014-Summer
Artifex Mundi,Artifex Mundi,284770,Enigmatis 2: The Mists of Ravenwood,$10~$20,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing","Adventure, Casual",False,"Indie, Casual, Inclusivity, 2D, Puzzle, Horror/Mystery, Fantasy, Single-Player, High-Quality, Adventure, Story-driven","100,000 .. 200,000",97,2014-Summer
ESDigital Games,Alawar,306200,The Happy Hereafter,Under $10,"Single-player, Steam Trading Cards, Family Sharing","Casual, Strategy",False,"Realistic/Sim, Casual, Strategy","200,000 .. 500,000",78,2014-Summer
Evolutionary Games,Evolutionary Games,249610,Galactic Arms Race,Under $10,"Single-player, Multi-player, Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing","Action, Casual, Indie",False,"Indie, Sci-fi, Casual, Action","20,000 .. 50,000",48,2014-Summer
